ID,Cohort,ReferenceCoded,Reference,YearPublished,YearDataCollection,StudyType,Country,AgeMean,AgeRangeLower,AgeRangeUpper,OutcomeDefinitionLabel,Severity,Predictor,Predictor_clean,ReverseD,PredictorCoded,PredictorBroad,Test_dependency,Rcode,metaP_code,effectType,ratesControl,IncludeStudy,IncludeD,
326,Aragona,Aragona,"Aragona, Massimiliano, Emanuela Onesti, Valentina Tomassini, Antonella Conte, Shiva Gupta, Francesca Gilio, Patrizia Pantano, Carlo Pozzilli, and Maurizio Inghilleri. ""Psychopathological and cognitive effects of therapeutic cannabinoids in multiple sclerosis: a double-blind, placebo controlled, crossover study."" Clinical neuropharmacology 32, no. 1 (2009): 41-47.",2009,NA,MedicalTrial,Italy,49.8,18,60,Med.PLE,AE,"Medical cannabis (Sativex spray, individual dosage)",MS sample,no,Medical cannabis (placebo controlled),CannabisDynamics,dependent,extract_aragona2009_sativex_psychosis,pEstimate_aragona2009_sativex_psychosis,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
328,Duran,Duran,"Duran, Marta, Eulàlia Pérez, Sergio Abanades, Xavier Vidal, Cristina Saura, Margarita Majem, Edurne Arriola et al. ""Preliminary efficacy and safety of an oromucosal standardized cannabis extract in chemotherapy‐induced nausea and vomiting."" British journal of clinical pharmacology 70, no. 5 (2010): 656-663.",2010,2006-2007,MedicalTrial,Spain,50,34,76,Med.HAL,AE,"Medical cannabis (Sativex spray, individual dosage)",CINV sample,no,Medical cannabis (placebo controlled),CannabisDynamics,independent,extract_duran2010_sativex_psychosis,pEstimate_duran2010_sativex_psychosis,cohen,,Yes,Yes,
329,Duran,Duran,"Duran, Marta, Eulàlia Pérez, Sergio Abanades, Xavier Vidal, Cristina Saura, Margarita Majem, Edurne Arriola et al. ""Preliminary efficacy and safety of an oromucosal standardized cannabis extract in chemotherapy‐induced nausea and vomiting."" British journal of clinical pharmacology 70, no. 5 (2010): 656-663.",2010,2006-2007,MedicalTrial,Spain,50,34,76,Med.HAL,AE,"Medical cannabis (Sativex spray, individual dosage)",CINV sample,no,Medical cannabis (placebo controlled),rates,NA,duran2010_sativex_PsychosisDF,NA,rates,duran2010_placebo_PsychosisDF,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
331,Ranganathan,DSouza_3,"Ranganathan, Mohini, Joao P. De Aquino, Jose A. Cortes-Briones, Rajiv Radhakrishnan, Brian Pittman, Savita Bhakta, and Deepak C. D’Souza. ""Highs and lows of cannabinoid-dopamine interactions: effects of genetic variability and pharmacological modulation of catechol-O-methyl transferase on the acute response to delta-9-tetrahydrocannabinol in humans."" Psychopharmacology 236, no. 11 (2019): 3209-3219.",2019,NA,Experiment,US,25,18,55,THC.PLE,psych_like,Single dose IV THC  (0mg vs. 0.05 mg/kg THC),Single dose IV (0.05 mg/kg THC),no,SingleDose,CannabisDynamics,dependent,"pes(p=ranganathan2019_PANSS_pos_p, n.1=n_effective_ranganathan2019/2, n.2=n_effective_ranganathan2019/2, dig=20)",pEstimate_ranganathan2019_PANSS_pos,cohen,,Yes,Yes,
332,Ranganathan,DSouza_3,"Ranganathan, Mohini, Joao P. De Aquino, Jose A. Cortes-Briones, Rajiv Radhakrishnan, Brian Pittman, Savita Bhakta, and Deepak C. D’Souza. ""Highs and lows of cannabinoid-dopamine interactions: effects of genetic variability and pharmacological modulation of catechol-O-methyl transferase on the acute response to delta-9-tetrahydrocannabinol in humans."" Psychopharmacology 236, no. 11 (2019): 3209-3219.",2019,NA,Experiment,US,25,18,55,THC.PLE,psych_like,"COMT (rs4680, risk allele: G)","COMT (rs4680, risk allele: G)",no,COMT,CandidateGene,dependent,"pes(p=pValueNS_allStudies, n.1=n_effective_ranganathan2019/2, n.2=n_effective_ranganathan2019/2, dig=20)",pEstimate_ranganathan2019_PANSS_pos_comt,cohen,,Yes,Yes,
333,Ranganathan,DSouza_3,"Ranganathan, Mohini, Joao P. De Aquino, Jose A. Cortes-Briones, Rajiv Radhakrishnan, Brian Pittman, Savita Bhakta, and Deepak C. D’Souza. ""Highs and lows of cannabinoid-dopamine interactions: effects of genetic variability and pharmacological modulation of catechol-O-methyl transferase on the acute response to delta-9-tetrahydrocannabinol in humans."" Psychopharmacology 236, no. 11 (2019): 3209-3219.",2019,NA,Experiment,US,25,18,55,THC.PLE,psych_like,Inhibition of COMT (pretreatment with tolcapone),Inhibition of COMT,no,Other,Other,dependent,"pes(p=pValueNS_allStudies, n.1=n_effective_ranganathan2019_tolcapone/2, n.2=n_effective_ranganathan2019_tolcapone/2, dig=20)",pEstimate_ranganathan2019_PANSS_pos_tolcapone,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
335,Thaler,Thaler,"Thaler, Avner, Shira Arad, Lihi Bar-Lev Schleider, Judith Knaani, Tali Taichman, Nir Giladi, and Tanya Gurevich. ""Single center experience with medical cannabis in Gilles de la Tourette syndrome."" Parkinsonism & related disorders 61 (2019): 211-213.",2019,2018-2018,MedicalTrial,Israel,34.5,NA,NA,Med.HAL,AE,"Medical cannabis (THC/CBD mix, individual dosage)",Tourette sample,no,Medical cannabis (uncontrolled),rates,NA,thaler2019_MedCan_hallucinationsDF,NA,rates,,Yes,Yes,
336,Thaler,Thaler,"Thaler, Avner, Shira Arad, Lihi Bar-Lev Schleider, Judith Knaani, Tali Taichman, Nir Giladi, and Tanya Gurevich. ""Single center experience with medical cannabis in Gilles de la Tourette syndrome."" Parkinsonism & related disorders 61 (2019): 211-213.",2019,2018-2018,MedicalTrial,Israel,34.5,NA,NA,Med.PLE,full_episode,"Medical cannabis (THC/CBD mix, individual dosage)",Tourette sample,no,Medical cannabis (uncontrolled),rates,NA,thaler2019_MedCan_psychosisDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
338,Balash,Balash,"Balash, Yacov, Lihi Bar-Lev Schleider, Amos D. Korczyn, Herzel Shabtai, Judith Knaani, Alina Rosenberg, Yehuda Baruch, Ruth Djaldetti, Nir Giladi, and Tanya Gurevich. ""Medical cannabis in Parkinson disease: Real-life patients' experience."" Clinical neuropharmacology 40, no. 6 (2017): 268-272.",2017,2013-2015,MedicalTrial,Israel,64.2,NA,NA,Med.HAL,AE,"Medical cannabis (THC/CBD mix, individual dosage)",Parkinson sample,no,Medical cannabis (uncontrolled),rates,NA,balash2019_MedCan_hallucinationsDF,NA,rates,,Yes,Yes,
339,Balash,Balash,"Balash, Yacov, Lihi Bar-Lev Schleider, Amos D. Korczyn, Herzel Shabtai, Judith Knaani, Alina Rosenberg, Yehuda Baruch, Ruth Djaldetti, Nir Giladi, and Tanya Gurevich. ""Medical cannabis in Parkinson disease: Real-life patients' experience."" Clinical neuropharmacology 40, no. 6 (2017): 268-272.",2017,2013-2015,MedicalTrial,Israel,64.2,NA,NA,Med.PLE,full_episode,"Medical cannabis (THC/CBD mix, individual dosage)",Parkinson sample,no,Medical cannabis (uncontrolled),rates,NA,balash2019_MedCan_psychosisDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
341,Serpell,Serpell,"Serpell, Michael G., William Notcutt, and Christine Collin. ""Sativex long-term use: an open-label trial in patients with spasticity due to multiple sclerosis."" Journal of neurology 260, no. 1 (2013): 285-295.",2013,NA,MedicalTrial,UK,50,18,NA,Med.HAL,AE,Medical cannabis (Sativex),MS sample,no,Medical cannabis (uncontrolled),rates,NA,serpell2013_Sativex_hallucinationsDF,NA,rates,,Yes,Yes,
342,Serpell,Serpell,"Serpell, Michael G., William Notcutt, and Christine Collin. ""Sativex long-term use: an open-label trial in patients with spasticity due to multiple sclerosis."" Journal of neurology 260, no. 1 (2013): 285-295.",2013,NA,MedicalTrial,UK,50,18,NA,Med.PAR,AE,Medical cannabis (Sativex),MS sample,no,Medical cannabis (uncontrolled),rates,NA,serpell2013_Sativex_paranoiaDF,NA,rates,,Yes,Yes,
343,Serpell,Serpell,"Serpell, Michael G., William Notcutt, and Christine Collin. ""Sativex long-term use: an open-label trial in patients with spasticity due to multiple sclerosis."" Journal of neurology 260, no. 1 (2013): 285-295.",2013,NA,MedicalTrial,UK,50,18,NA,Med.DEL,AE,Medical cannabis (Sativex),MS sample,no,Medical cannabis (uncontrolled),rates,NA,serpell2013_Sativex_delusionsDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
345,Lichtman,Lichtman,"Lichtman, Aron H., Eberhard Albert Lux, Robert McQuade, Sandro Rossetti, Raymond Sanchez, Wei Sun, Stephen Wright, Elena Kornyeyeva, and Marie T. Fallon. ""Results of a double-blind, randomized, placebo-controlled study of nabiximols oromucosal spray as an adjunctive therapy in advanced cancer patients with chronic uncontrolled pain."" Journal of pain and symptom management 55, no. 2 (2018): 179-188.",2018,NA,MedicalTrial,Worldwide,60,NA,NA,Med.HAL,AE,Medical cannabis (Sativex),Cancer sample,no,Medical cannabis (placebo controlled),rates,independent,extract_lichtman2018_sativex_hallucinations,pEstimate_lichtman2018_sativex_hallucinations,cohen,,Yes,Yes,
346,Lichtman,Lichtman,"Lichtman, Aron H., Eberhard Albert Lux, Robert McQuade, Sandro Rossetti, Raymond Sanchez, Wei Sun, Stephen Wright, Elena Kornyeyeva, and Marie T. Fallon. ""Results of a double-blind, randomized, placebo-controlled study of nabiximols oromucosal spray as an adjunctive therapy in advanced cancer patients with chronic uncontrolled pain."" Journal of pain and symptom management 55, no. 2 (2018): 179-188.",2018,NA,MedicalTrial,Worldwide,60,NA,NA,Med.HAL,AE,Medical cannabis (Sativex),Cancer sample,no,Medical cannabis (placebo controlled),rates,NA,lichtman2018_sativex_HallucinationsDF,NA,rates,lichtman2018_sativex_HallucinationsControl,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
348,Abuhasira,Abuhasira,"Abuhasira, R., Schleider, L. B.-L., Mechoulam, R. and Novack, V. (2018), ‘Epidemiological characteristics, safety and efficacy of medical cannabis in the elderly’, European Journal of Internal Medicine 49, pp. 44-50.",2018,NA,MedicalTrial,Israel,74.5,NA,NA,Med.HAL,AE,Medical cannabis (mixed),Pain-Cancer,no,Medical cannabis (uncontrolled),rates,NA,abuhasira2018_cannabisDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
350,Camera ,Camera ,"Camera, Ariella A., Veronica Tomaselli, Jerry Fleming, Gul A. Jabbar, Melissa Trachtenberg, Juan A. Galvez-Buccollini, Ashley C. Proal, Richard N. Rosenthal, and Lynn E. DeLisi. ""Correlates to the variable effects of cannabis in young adults: a preliminary study."" Harm reduction journal 9, no. 1 (2012): 15.",2012,NA,Observational,US,22.9,NA,NA,Can.HAL,psych_like,Family history schizophrenia,Schizophrenia (fam. Hx),no,PsychosisLiability,MentalHealthPersonality,independent,extract_camera2012_hallucinations_famhxSchz,pEstimate_camera2012_hallucinations_famhxSchz,cohen,,Yes,Yes,
351,Camera ,Camera ,"Camera, Ariella A., Veronica Tomaselli, Jerry Fleming, Gul A. Jabbar, Melissa Trachtenberg, Juan A. Galvez-Buccollini, Ashley C. Proal, Richard N. Rosenthal, and Lynn E. DeLisi. ""Correlates to the variable effects of cannabis in young adults: a preliminary study."" Harm reduction journal 9, no. 1 (2012): 15.",2012,NA,Observational,US,22.9,NA,NA,Can.PLE,psych_like,Age of onset of cannabis sue,Age onset cannabis use (young),no,Age onset,CannabisHistory,independent,extract_camera2012_psychFac_ageOnsetCan,pEstimate_camera2012_psychFac_ageOnsetCan,cohen,,Yes,Yes,
352,Camera ,Camera ,"Camera, Ariella A., Veronica Tomaselli, Jerry Fleming, Gul A. Jabbar, Melissa Trachtenberg, Juan A. Galvez-Buccollini, Ashley C. Proal, Richard N. Rosenthal, and Lynn E. DeLisi. ""Correlates to the variable effects of cannabis in young adults: a preliminary study."" Harm reduction journal 9, no. 1 (2012): 15.",2012,NA,Observational,US,22.9,NA,NA,Can.PLE,psych_like,Family history of alcoholism,Alcoholism (fam. Hx),yes,AddictionLiability ,MentalHealthPersonality,independent,extract_camera2012_psych_alcFamHx,pEstimate_camera2012_psych_alcFamHx,cohen,,Yes,Yes,
353,Camera ,Camera ,"Camera, Ariella A., Veronica Tomaselli, Jerry Fleming, Gul A. Jabbar, Melissa Trachtenberg, Juan A. Galvez-Buccollini, Ashley C. Proal, Richard N. Rosenthal, and Lynn E. DeLisi. ""Correlates to the variable effects of cannabis in young adults: a preliminary study."" Harm reduction journal 9, no. 1 (2012): 15.",2012,NA,Observational,US,22.9,NA,NA,Can.HAL,psych_like,Alcohol use,Alcohol use,no,Alcohol,OtherDrugs,independent,extracted_camera2012_hallucinations_alcUse,pEstimate_camera2012_psych_alcFamHx,cohen,,Yes,Yes,
354,Camera ,Camera ,"Camera, Ariella A., Veronica Tomaselli, Jerry Fleming, Gul A. Jabbar, Melissa Trachtenberg, Juan A. Galvez-Buccollini, Ashley C. Proal, Richard N. Rosenthal, and Lynn E. DeLisi. ""Correlates to the variable effects of cannabis in young adults: a preliminary study."" Harm reduction journal 9, no. 1 (2012): 15.",2012,NA,Observational,US,22.9,NA,NA,Can.HAL,psych_like,rates,rates,no,rates,rates,NA,camera2012_hallucinationsDF,NA,rates,,Yes,Yes,
355,Camera ,Camera ,"Camera, Ariella A., Veronica Tomaselli, Jerry Fleming, Gul A. Jabbar, Melissa Trachtenberg, Juan A. Galvez-Buccollini, Ashley C. Proal, Richard N. Rosenthal, and Lynn E. DeLisi. ""Correlates to the variable effects of cannabis in young adults: a preliminary study."" Harm reduction journal 9, no. 1 (2012): 15.",2012,NA,Observational,US,22.9,NA,NA,Can.PAR,psych_like,rates,rates,no,rates,rates,NA,camera2012_paranoiaDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
357,Hindocha,Morgan_Curran_MRC,"Hindocha, C., Quattrone, D., Freeman, T.P. et al. Do AKT1, COMT and FAAH influence reports of acute cannabis intoxication experiences in patients with first episode psychosis, controls and young adult cannabis users?. Transl Psychiatry 10, 143 (2020). https://doi.org/10.1038/s41398-020-0823-9",2020,NA,Observational,UK,23.5,18,65,Can.PLE,psych_like,"FAAH (rs324420, risk allele: A)","FAAH (rs324420, risk allele: A)",no,FAAH,CandidateGene,independent,extract_hindocha2020_faah_psych,pEstimate_hindocha2020_faah_psych,cohen,,Yes,Yes,
358,Hindocha,Morgan_Curran_MRC,"Hindocha, C., Quattrone, D., Freeman, T.P. et al. Do AKT1, COMT and FAAH influence reports of acute cannabis intoxication experiences in patients with first episode psychosis, controls and young adult cannabis users?. Transl Psychiatry 10, 143 (2020). https://doi.org/10.1038/s41398-020-0823-9",2020,NA,Observational,UK,23.5,18,65,Can.PLE,psych_like,FAAH genotype (rs324420) x caseness (healhy vs psychosis),FAAH genotype (rs324420) x caseness (healhy vs psychosis),no,Other,Other,independent,extract_hindocha2020_faah_x_case_psych,pEstimate_hindocha2020_faah_x_case_psych,cohen,,Yes,Yes,
359,Hindocha,Morgan_Curran_MRC,"Hindocha, C., Quattrone, D., Freeman, T.P. et al. Do AKT1, COMT and FAAH influence reports of acute cannabis intoxication experiences in patients with first episode psychosis, controls and young adult cannabis users?. Transl Psychiatry 10, 143 (2020). https://doi.org/10.1038/s41398-020-0823-9",2020,NA,Observational,UK,23.5,18,65,Can.PLE,psych_like,"COMT (rs4680, risk allele: G)","COMT (rs4680, risk allele: G)",no,COMT,CandidateGene,independent,extract_hindocha2020_comt_psych,pEstimate_hindocha2020_comt_psych,cohen,,Yes,Yes,
360,Hindocha,Morgan_Curran_MRC,"Hindocha, C., Quattrone, D., Freeman, T.P. et al. Do AKT1, COMT and FAAH influence reports of acute cannabis intoxication experiences in patients with first episode psychosis, controls and young adult cannabis users?. Transl Psychiatry 10, 143 (2020). https://doi.org/10.1038/s41398-020-0823-9",2020,NA,Observational,UK,23.5,18,65,Can.PLE,psych_like,COMT genotype (rs4680) x caseness (healhy vs psychosis),COMT genotype (rs4680) x caseness (healhy vs psychosis),no,Other,Other,independent,extract_hindocha2020_comt_x_case_psych,pEstimate_hindocha2020_comt_x_case_psych,cohen,,Yes,Yes,
361,Hindocha,Morgan_Curran_MRC,"Hindocha, C., Quattrone, D., Freeman, T.P. et al. Do AKT1, COMT and FAAH influence reports of acute cannabis intoxication experiences in patients with first episode psychosis, controls and young adult cannabis users?. Transl Psychiatry 10, 143 (2020). https://doi.org/10.1038/s41398-020-0823-9",2020,NA,Observational,UK,23.5,18,65,Can.PLE,psych_like,"AKT1 (rs2494732, risk allele: C)","AKT (rs2494732, risk allele: C)",no,AKT1,CandidateGene,independent,extract_hindocha2020_akt1_psych,pEstimate_hindocha2020_akt1_x_case_psych,cohen,,Yes,Yes,
362,Hindocha,Morgan_Curran_MRC,"Hindocha, C., Quattrone, D., Freeman, T.P. et al. Do AKT1, COMT and FAAH influence reports of acute cannabis intoxication experiences in patients with first episode psychosis, controls and young adult cannabis users?. Transl Psychiatry 10, 143 (2020). https://doi.org/10.1038/s41398-020-0823-9",2020,NA,Observational,UK,23.5,18,65,Can.PLE,psych_like,AKT1 genotype (rs2494732) x caseness (healhy vs psychosis),AKT genotype (rs2494732) x caseness (healhy vs psychosis),no,Other,Other,independent,extract_hindocha2020_akt1_x_case_psych,pEstimate_hindocha2020_akt1_x_case_psych,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
364,Kaufmann,Kaufmann,"Kaufmann RM, Kraft B, Frey R, et al. Acute psychotropic effects of oral cannabis extract with a defined content of Delta9-tetrahydrocannabinol (THC) in healthy volunteers. Pharmacopsychiatry. 2010;43(1):24‐32. doi:10.1055/s-0029-1237397",2010,NA,Experiment,Austria,23.6,19,29,THC.PLE,psych_like,"Single dose oral THC  (0mg vs. 20 mg THC, CBD:THC = 1:2)",Single dose oral THC  (20 mg THC),no,SingleDose,CannabisDynamics,dependent,extract_kaufmann2010_20mg_bprs_tot,pEstimate_kaufmann2010_20mg_bprs_tot,cohen,,Yes,Yes,
365,Kaufmann,Kaufmann,"Kaufmann RM, Kraft B, Frey R, et al. Acute psychotropic effects of oral cannabis extract with a defined content of Delta9-tetrahydrocannabinol (THC) in healthy volunteers. Pharmacopsychiatry. 2010;43(1):24‐32. doi:10.1055/s-0029-1237397",2010,NA,Experiment,Austria,23.6,19,29,THC.PAR,psych_like,"Single dose oral THC  (0mg vs. 20 mg THC, CBD:THC = 1:2)",Single dose oral THC  (20 mg THC),no,SingleDose,CannabisDynamics,dependent,extract_kaufmann2010_20mg_bprs_par,pEstimate_kaufmann2010_20mg_bprs_par,cohen,,Yes,Yes,
366,Kaufmann,Kaufmann,"Kaufmann RM, Kraft B, Frey R, et al. Acute psychotropic effects of oral cannabis extract with a defined content of Delta9-tetrahydrocannabinol (THC) in healthy volunteers. Pharmacopsychiatry. 2010;43(1):24‐32. doi:10.1055/s-0029-1237397",2010,NA,Experiment,Austria,23.6,19,29,THC.PLE,psych_like,rates,rates,no,rates,rates,NA,kaufmann2010_psychosisDF,NA,rates,kaufmann2010_psychosisControl,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
368,Hindocha,Curran_Hindocha,"Hindocha, Chandni, T. P. Freeman, J. X. Xia, Natacha DC Shaban, and Helen V. Curran. ""Acute memory and psychotomimetic effects of cannabis and tobacco both ‘joint’and individually: a placebo-controlled trial."" Psychological medicine 47, no. 15 (2017): 2708-2719.",2017,NA,Experiment,UK,24.5,NA,NA,THC.PLE,psych_like,Single dose smoked (0mg vs. 10mg THC),Single dose smoked THC  (10 mg THC),no,SingleDose,CannabisDynamics,dependent,extract_hindocha2017_10mg_PSI,pEstimate_hindocha2017_10mg_PSI,cohen,,No,No,
369,Hindocha,Curran_Hindocha,"Hindocha, Chandni, T. P. Freeman, J. X. Xia, Natacha DC Shaban, and Helen V. Curran. ""Acute memory and psychotomimetic effects of cannabis and tobacco both ‘joint’and individually: a placebo-controlled trial."" Psychological medicine 47, no. 15 (2017): 2708-2719.",2017,NA,Experiment,UK,24.5,NA,NA,THC.PLE,psych_like,THC x nicotine interaction,THC x nicotine interaction,no,Nicotine,OtherDrugs,dependent,"pes(pValueNS_allStudies, n.1=n_effective_hindocha2017/2, n.2=n_effective_hindocha2017/2)",pEstimate_hindocha2017_nicotine_x_THC,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
371,Mokrysz,Curran_Mokrysz,"Mokrysz, Claire, Tom P. Freeman, Saana Korkki, Kirsty Griffiths, and H. Valerie Curran. ""Are adolescents more vulnerable to the harmful effects of cannabis than adults? A placebo-controlled study in human males."" Translational psychiatry 6, no. 11 (2016): e961-e961.",2016,NA,Experiment,UK,21.3,16,28,THC.PAR,psych_like,Single dose smoked (0mg vs. 8mg THC),Single dose smoked THC  (8 mg THC),no,SingleDose,CannabisDynamics,dependent,extract_mokrysz2016_8mg_paranoia_tot_sample,pEstimate_mokrysz2016_8mg_paranoia_tot_sample,cohen,,Yes,Yes,
372,Mokrysz,Curran_Mokrysz,"Mokrysz, Claire, Tom P. Freeman, Saana Korkki, Kirsty Griffiths, and H. Valerie Curran. ""Are adolescents more vulnerable to the harmful effects of cannabis than adults? A placebo-controlled study in human males."" Translational psychiatry 6, no. 11 (2016): e961-e961.",2016,NA,Experiment,UK,21.3,16,28,THC.PAR,psych_like,Age (younger),Age (young),no,Age,Demographic,independent,extract_mokrysz2016_paranoia_ado_vs_adult,pEstimate_mokrysz2016_paranoia_ado_vs_adult,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
374,Dalzell,Dalzell,"Dalzell, A. M., H. Bartlett, and J. S. Lilleyman. ""Nabilone: an alternative antiemetic for cancer chemotherapy."" Archives of disease in childhood 61, no. 5 (1986): 502-505.",1986,NA,MedicalTrial,UK,8,10,17,Med.HAL,AE,Medical cannabis (Nabilone),Chemotherapy sample (children),no,Medical cannabis (placebo controlled),CannabisDynamics,dependent,extract_dalzell1986_nabilone_hallucinations,pEstimate_dalzell1986_nabilone_hallucinations,cohen,,Yes,Yes,
375,Dalzell,Dalzell,"Dalzell, A. M., H. Bartlett, and J. S. Lilleyman. ""Nabilone: an alternative antiemetic for cancer chemotherapy."" Archives of disease in childhood 61, no. 5 (1986): 502-505.",1986,NA,MedicalTrial,UK,8,10,17,Med.HAL,AE,Medical cannabis (Nabilone),Chemotherapy sample (children),no,rates,rates,NA,dalzell1986_nabilone_hallucinationsDF,NA,rates,dalzell1986_nabilone_hallucinationsControl,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
378,Laszilo,Laszilo,"LASZLO, JOHN, VIRGIL S. LUCAS JR, DEAN C. HANSON, CAROL M. CRONIN, and STEPHEN E. SALLAN. ""Levonantradol for Chemotherapy‐Induced Emesis: Phase I—II Oral Administration."" The Journal of Clinical Pharmacology 21, no. S1 (1981): 51S-56S.",1981,1980-1980,MedicalTrial,US,40,17,66,Med.HAL,AE,Medical cannabis (Drabinol),Cancer,no,rates,rates,NA,laszilo1981_dronabinol_hallucinationsDF,NA,rates,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
380,Jain,Jain,"JAIN, A.K., RYAN, J.R., McMAHON, F.G. and SMITH, G., 1981. Evaluation of intramuscular levonantradol and placebo in acute postoperative pain. The Journal of Clinical Pharmacology, 21(S1), pp.320S-326S.",1981,NA,MedicalTrial,US,28,NA,NA,Med.HAL,AE,Medical cannabis (Drabinol),Pain,no,Medical cannabis (placebo controlled),CannabisDynamics,independent,extract_jain1981_drabinol_hallucinations,pEstimate_jain1981_drabinol_hallucinations,cohen,,Yes,Yes,
381,Jain,Jain,"JAIN, A.K., RYAN, J.R., McMAHON, F.G. and SMITH, G., 1981. Evaluation of intramuscular levonantradol and placebo in acute postoperative pain. The Journal of Clinical Pharmacology, 21(S1), pp.320S-326S.",1981,NA,MedicalTrial,US,28,NA,NA,Med.HAL,AE,Medical cannabis (Drabinol),Pain,no,rates,rates,NA,jain1981_drabinol_hallucinationsDF,NA,rates,jain1981_drabinol_hallucinationsControl,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
383,Herman,Herman,"Herman, Terence S., Lawrence H. Einhorn, Stephen E. Jones, Catherine Nagy, Aurelia B. Chester, Judith C. Dean, Becky Furnas et al. ""Superiority of nabilone over prochlorperazine as an antiemetic in patients receiving cancer chemotherapy."" New England Journal of Medicine 300, no. 23 (1979): 1295-1297.",1979,NA,MedicalTrial,US,33,15,73,Med.HAL,AE,Medical cannabis (Nabilone),Cancer,no,Medical cannabis (placebo controlled),CannabisDynamics,dependent,"chies(chiSquEstimate_herman1979_nabilone_hallucinations, Ntot_herman1979_nabilone_hallucinations, dig=50)",pEstimate_herman1979_nabilone_hallucinations,cohen,,Yes,Yes,
384,Herman,Herman,"Herman, Terence S., Lawrence H. Einhorn, Stephen E. Jones, Catherine Nagy, Aurelia B. Chester, Judith C. Dean, Becky Furnas et al. ""Superiority of nabilone over prochlorperazine as an antiemetic in patients receiving cancer chemotherapy."" New England Journal of Medicine 300, no. 23 (1979): 1295-1297.",1979,NA,MedicalTrial,US,33,15,73,Med.HAL,AE,Medical cannabis (Nabilone),Cancer,no,rates,rates,NA,herman1979medCan_hallucinationsDF,NA,rates,herman1979medCan_hallucinationsControl,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
386,Dittrich,Dittrich,"Dittrich A, Bickel P, Schöpf J, Zimmer D. Vergleich veränderter Bewusstseinszustände unter den Halluzinogenen (--)-delta9-trans-Tetrahydrocannabinol (delta9-THC) und N,N-Dimethyltryptamin (DMT) [Comparison of altered states of consciousness induced by the hallucinogens (--)-delta9-trans-tetrahydrocannabinol (delta9-THC) and N,N-dimethyltryptamine (DMT) (author's transl)]. Arch Psychiatr Nervenkr (1970). 1976;223(1):77-87. doi:10.1007/BF00367455",1976,NA,Experiment,Germany,27,NA,NA,THC.HAL,psych_like,Single dose oral (0mg vs.0.25mg THC/kg),Single dose oral (0.25mg THC/kg),no,SingleDose,CannabisDynamics,independent,"mes(dittrich1976_THC_hallucinations_visual_m, dittrich1976_placebo_hallucinations_visual_m, dittrich1976_THC_hallucinations_visual_sd, dittrich1976_placebo_hallucinations_visual_sd, dittrich1976_THC_n, dittrich1976_placebo_n, dig=20)",pEstimate_dittrich1976_THC_hallucinations_visual,cohen,,Yes,Yes,
387,Dittrich,Dittrich,"Dittrich A, Bickel P, Schöpf J, Zimmer D. Vergleich veränderter Bewusstseinszustände unter den Halluzinogenen (--)-delta9-trans-Tetrahydrocannabinol (delta9-THC) und N,N-Dimethyltryptamin (DMT) [Comparison of altered states of consciousness induced by the hallucinogens (--)-delta9-trans-tetrahydrocannabinol (delta9-THC) and N,N-dimethyltryptamine (DMT) (author's transl)]. Arch Psychiatr Nervenkr (1970). 1976;223(1):77-87. doi:10.1007/BF00367455",1976,NA,Experiment,Germany,27,NA,NA,THC.HAL,psych_like,Single dose oral (0mg vs.0.25mg THC/kg),Single dose oral (0.25mg THC/kg),no,SingleDose,CannabisDynamics,independent,"mes(dittrich1976_THC_hallucinations_auditory_m, dittrich1976_placebo_hallucinations_auditory_m, dittrich1976_THC_hallucinations_auditory_sd, dittrich1976_placebo_hallucinations_auditory_sd, dittrich1976_THC_n, dittrich1976_placebo_n, dig=20)",pEstimate_dittrich1976_THC_hallucinations_auditory,cohen,,Yes,Yes,
,,,,,,,,,,,,,,,,,,,,,,,,,
